City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current_Description
236,Coihaique,CL,2022-02-05 00:57:44,-45.5752,-72.0662,66.81,48,0,4.61,clear sky
237,Kaoma,ZM,2022-02-05 00:57:44,-14.7833,24.8,62.98,98,99,3.38,overcast clouds
238,Lensk,RU,2022-02-05 00:57:44,60.7253,114.9278,0.54,96,98,6.6,overcast clouds
239,Namibe,AO,2022-02-05 00:57:45,-15.1961,12.1522,71.11,71,14,6.62,few clouds
240,Broken Hill,AU,2022-02-05 00:57:46,-31.95,141.4333,74.91,38,72,18.41,broken clouds
241,Medea,DZ,2022-02-05 00:57:46,36.2642,2.7539,34.25,40,100,3.67,overcast clouds
242,Isla Vista,US,2022-02-05 00:57:46,34.4133,-119.861,67.35,35,0,6.35,clear sky
243,Falam,MM,2022-02-05 00:57:47,22.9167,93.6833,46.06,74,94,4.5,overcast clouds
244,Khani,GE,2022-02-05 00:57:48,41.9563,42.9566,24.37,99,100,3.47,snow
245,Sawtell,AU,2022-02-05 00:57:48,-30.3833,153.1,73.72,82,75,18.41,broken clouds
246,Prince Rupert,CA,2022-02-05 00:57:48,54.3161,-130.3201,42.89,93,100,20.71,mist
247,Sinnar,SD,2022-02-05 00:57:49,13.5691,33.5672,66.76,15,98,15.61,overcast clouds
248,Cowansville,CA,2022-02-05 00:57:49,45.2001,-72.7491,12.27,85,100,4.61,snow
249,Aksu,CN,2022-02-05 00:57:50,41.1231,80.2644,25.9,71,97,5.86,overcast clouds
250,Mahajanga,MG,2022-02-05 00:57:50,-15.7167,46.3167,78.82,89,40,4.61,scattered clouds
251,Gunnedah,AU,2022-02-05 00:57:51,-30.9833,150.25,71.22,36,0,16.69,clear sky
252,Niquero,CU,2022-02-05 00:57:51,20.0431,-77.5828,75.92,77,15,7.83,few clouds
253,Kyabram,AU,2022-02-05 00:57:51,-36.3167,145.05,74.88,34,3,5.14,clear sky
254,Bengkulu,ID,2022-02-05 00:57:52,-3.8004,102.2655,73.81,91,100,2.91,overcast clouds
255,Puri,IN,2022-02-05 00:57:52,19.8,85.85,61.32,54,4,10.87,clear sky
256,Bilma,NE,2022-02-05 00:57:53,18.6853,12.9164,56.53,23,1,4.97,clear sky
257,Saskylakh,RU,2022-02-05 00:57:53,71.9167,114.0833,-8.48,99,99,5.23,overcast clouds
258,San Carlos,VE,2022-02-05 00:54:11,9.6612,-68.5827,76.66,63,9,5.01,clear sky
259,Opuwo,NA,2022-02-05 00:57:54,-18.0607,13.84,68.81,50,100,3.56,overcast clouds
260,Cordoba,AR,2022-02-05 00:55:45,-31.4135,-64.1811,71.76,60,20,6.91,few clouds
261,Uzventis,LT,2022-02-05 00:57:54,55.7803,22.6547,33.87,98,100,14.03,light snow
262,Sorland,NO,2022-02-05 00:57:55,67.667,12.6934,31.48,71,100,27.58,overcast clouds
263,Ixtapa,MX,2022-02-05 00:57:55,20.7,-105.2,73.22,81,10,5.99,clear sky
264,Margate,GB,2022-02-05 00:57:56,51.3813,1.3862,40.95,80,0,3.0,clear sky
265,Morondava,MG,2022-02-05 00:57:56,-20.2833,44.2833,79.68,72,100,7.05,overcast clouds
266,Klaksvik,FO,2022-02-05 00:57:56,62.2266,-6.589,36.52,53,94,28.16,overcast clouds
267,Ostrov,RU,2022-02-05 00:57:57,57.3439,28.3537,17.33,89,100,13.96,overcast clouds
268,Rovinj,HR,2022-02-05 00:57:57,45.08,13.64,49.19,92,99,1.7,overcast clouds
269,Staraya Mayna,RU,2022-02-05 00:57:58,54.6,48.95,26.71,96,100,5.73,overcast clouds
270,Chiredzi,ZW,2022-02-05 00:57:58,-21.05,31.6667,69.96,94,60,12.03,light rain
271,Bathsheba,BB,2022-02-05 00:57:59,13.2167,-59.5167,77.61,69,20,10.36,few clouds
272,Doha,QA,2022-02-05 00:54:04,25.2867,51.5333,66.09,82,0,5.75,clear sky
273,Hobyo,SO,2022-02-05 00:57:59,5.3505,48.5268,74.93,71,25,15.12,scattered clouds
274,Sinnamary,GF,2022-02-05 00:58:00,5.3833,-52.95,76.46,88,93,8.48,overcast clouds
275,Nandyal,IN,2022-02-05 00:58:00,15.4833,78.4833,65.68,35,5,3.49,clear sky
276,Medicine Hat,CA,2022-02-05 00:53:23,50.0501,-110.6683,41.43,67,75,8.01,broken clouds
277,La Sarre,CA,2022-02-05 00:58:01,48.8002,-79.1996,-8.7,96,100,3.09,overcast clouds
278,Songea,TZ,2022-02-05 00:58:01,-10.6833,35.65,63.41,93,100,2.46,overcast clouds
279,Portland,US,2022-02-05 00:55:53,45.5234,-122.6762,50.77,86,100,1.99,overcast clouds
280,Zorritos,PE,2022-02-05 00:58:02,-3.6805,-80.6782,79.09,75,44,8.84,scattered clouds
281,Clyde River,CA,2022-02-05 00:59:02,70.4692,-68.5914,-9.17,84,100,9.22,light snow
282,Nisia Floresta,BR,2022-02-05 00:59:03,-6.0911,-35.2086,81.41,78,5,6.96,clear sky
283,Dutse,NG,2022-02-05 00:59:03,11.7594,9.3392,58.98,23,0,8.08,clear sky
284,Wanxian,CN,2022-02-05 00:59:04,30.8039,108.3897,47.64,69,99,4.27,overcast clouds
285,Lodja,CD,2022-02-05 00:59:04,-3.4833,23.4333,67.77,93,100,2.21,overcast clouds
286,Hirara,JP,2022-02-05 00:59:04,24.8,125.2833,62.46,67,75,19.57,broken clouds
287,North Platte,US,2022-02-05 00:58:36,41.1239,-100.7654,35.11,42,0,5.99,clear sky
288,Pangnirtung,CA,2022-02-05 00:59:05,66.1451,-65.7125,-24.34,99,100,1.68,overcast clouds
289,Sovetskiy,RU,2022-02-05 00:59:05,61.3614,63.5842,5.4,96,100,0.54,overcast clouds
290,Chuy,UY,2022-02-05 00:59:06,-33.6971,-53.4616,69.39,94,0,5.26,clear sky
291,La Paz,BO,2022-02-05 00:59:06,-16.5,-68.15,48.18,87,75,10.36,broken clouds
292,Valparaiso,CL,2022-02-05 00:59:07,-33.0393,-71.6273,62.24,88,0,5.75,clear sky
293,Saint Anthony,US,2022-02-05 00:59:07,45.0205,-93.218,6.64,68,0,1.01,clear sky
294,Tutoia,BR,2022-02-05 00:59:08,-2.7619,-42.2744,80.58,88,100,10.16,overcast clouds
295,Devils Lake,US,2022-02-05 00:59:08,48.1128,-98.8651,-7.06,79,97,5.01,overcast clouds
296,Ternate,ID,2022-02-05 00:59:08,0.8,127.4,82.99,74,100,6.13,overcast clouds
297,Kamina,CD,2022-02-05 00:59:09,-8.7386,24.9906,59.25,96,100,1.59,overcast clouds
298,Namatanai,PG,2022-02-05 00:59:09,-3.6667,152.4333,85.21,67,81,9.64,broken clouds
299,Kathu,TH,2022-02-05 00:59:10,7.9178,98.3332,85.69,77,70,19.37,broken clouds
300,Bitung,ID,2022-02-05 00:59:10,1.4451,125.1824,85.05,75,100,7.99,overcast clouds
301,Pimentel,PE,2022-02-05 00:59:10,-6.8367,-79.9342,70.72,81,37,12.88,scattered clouds
302,Mizdah,LY,2022-02-05 00:59:11,31.4451,12.9801,49.86,32,13,7.54,few clouds
303,Yumen,CN,2022-02-05 00:59:11,40.2833,97.2,14.56,38,100,13.02,overcast clouds
304,Saint-Alexandre,FR,2022-02-05 00:59:12,44.2278,4.6214,50.99,70,77,7.29,broken clouds
305,Mount Gambier,AU,2022-02-05 00:59:12,-37.8333,140.7667,71.51,49,40,14.97,scattered clouds
306,Morros,BR,2022-02-05 00:59:12,-9.4467,-46.3003,76.8,57,100,1.21,overcast clouds
307,Yiyang,CN,2022-02-05 00:57:43,28.5892,112.3283,40.32,75,7,3.33,clear sky
308,Praia Da Vitoria,PT,2022-02-05 00:54:25,38.7333,-27.0667,57.76,94,75,11.74,broken clouds
309,Comodoro Rivadavia,AR,2022-02-05 00:59:14,-45.8667,-67.5,57.06,67,0,6.91,clear sky
310,Taunggyi,MM,2022-02-05 00:59:14,20.7833,97.0333,52.48,63,0,4.85,clear sky
311,Bar Harbor,US,2022-02-05 00:59:15,44.3876,-68.2039,20.1,84,100,8.01,overcast clouds
312,Hambantota,LK,2022-02-05 00:59:15,6.1241,81.1185,73.74,100,20,3.44,few clouds
313,Zenzeli,RU,2022-02-05 00:59:15,45.9241,47.0474,34.86,80,100,16.06,snow
314,Jalu,LY,2022-02-05 00:59:16,29.0331,21.5482,50.32,72,0,7.99,clear sky
315,Constitucion,CL,2022-02-05 00:59:16,-35.3333,-72.4167,59.29,87,0,14.23,clear sky
316,Ekhabi,RU,2022-02-05 00:59:17,53.5102,142.9671,1.99,93,100,21.56,overcast clouds
317,Smithers,CA,2022-02-05 00:57:58,54.7804,-127.1743,37.72,93,100,2.3,light rain
318,Evensk,RU,2022-02-05 00:59:17,61.95,159.2333,14.7,52,0,15.01,clear sky
319,Quatre Cocos,MU,2022-02-05 00:59:18,-20.2078,57.7625,79.09,86,96,17.2,light rain
320,Petropavlovsk-Kamchatskiy,RU,2022-02-05 00:59:18,53.0452,158.6483,28.99,51,75,15.66,broken clouds
321,Kabwe,ZM,2022-02-05 00:59:19,-14.4469,28.4464,63.14,98,100,3.58,light rain
322,Paamiut,GL,2022-02-05 00:59:19,61.994,-49.6678,6.89,89,100,8.46,light snow
323,Zhoucheng,CN,2022-02-05 00:59:20,35.9122,116.3117,33.03,24,69,3.42,broken clouds
324,Kununurra,AU,2022-02-05 00:56:14,-15.7667,128.7333,82.38,89,75,6.91,broken clouds
325,Zuwarah,LY,2022-02-05 00:59:20,32.9312,12.082,56.75,47,60,14.43,broken clouds
326,Junagarh,IN,2022-02-05 00:59:21,19.8667,82.9333,54.73,46,97,2.19,overcast clouds
327,Karratha,AU,2022-02-05 01:01:50,-20.7377,116.8463,91.54,53,17,14.34,few clouds
328,Zeya,RU,2022-02-05 01:02:44,53.75,127.2667,-0.18,69,99,3.67,overcast clouds
329,Leningradskiy,RU,2022-02-05 01:02:44,69.3833,178.4167,-15.03,92,75,8.93,broken clouds
330,Fairmont,US,2022-02-05 01:00:17,39.4851,-80.1426,27.25,90,100,4.72,overcast clouds
331,Santa Cruz,BO,2022-02-05 01:00:10,-17.8,-63.1667,75.51,83,41,11.43,scattered clouds
332,Muyezerskiy,RU,2022-02-05 01:02:45,63.9333,31.65,15.58,80,100,16.62,light snow
333,Gat,IL,2022-02-05 01:02:45,31.61,34.7642,56.08,100,81,11.61,broken clouds
334,Buarcos,PT,2022-02-05 01:02:46,40.166,-8.8768,48.78,84,78,9.93,broken clouds
335,Altamont,US,2022-02-05 01:02:46,42.2068,-121.7372,46.24,42,0,0.0,clear sky
336,Asau,RO,2022-02-05 01:02:47,46.4333,26.4,24.28,75,19,5.86,few clouds
337,Peace River,CA,2022-02-05 01:02:47,56.2501,-117.286,3.51,71,100,11.5,overcast clouds
338,Anadyr,RU,2022-02-05 01:02:47,64.75,177.4833,-3.71,76,0,5.46,clear sky
339,Biak,ID,2022-02-05 01:02:48,-0.9131,122.8766,81.99,68,99,2.13,overcast clouds
340,Loandjili,CG,2022-02-05 01:02:48,-4.7561,11.8578,76.87,81,97,2.91,overcast clouds
341,Mahebourg,MU,2022-02-05 01:02:49,-20.4081,57.7,79.25,94,75,14.97,broken clouds
342,Cabedelo,BR,2022-02-05 01:02:49,-6.9811,-34.8339,79.79,72,7,9.64,clear sky
343,Nesna,NO,2022-02-05 01:02:50,66.1967,13.0213,34.66,85,100,25.57,light snow
344,Dogondoutchi,NE,2022-02-05 01:02:50,13.6393,4.0287,62.64,13,0,11.9,clear sky
345,Mehamn,NO,2022-02-05 01:02:51,71.0357,27.8492,19.96,88,100,31.52,light snow
346,Charleston,US,2022-02-05 01:02:51,32.7766,-79.9309,66.36,97,100,4.0,overcast clouds
347,Alugan,PH,2022-02-05 01:02:52,12.2188,125.4808,80.17,80,100,17.22,overcast clouds
348,Sioux Lookout,CA,2022-02-05 01:02:52,50.1001,-91.917,-17.9,100,50,2.21,scattered clouds
349,Carutapera,BR,2022-02-05 01:02:53,-1.195,-46.02,75.78,94,100,5.28,light rain
350,Takhli,TH,2022-02-05 01:02:53,15.2634,100.3438,79.75,53,96,14.61,light rain
351,Rapid Valley,US,2022-02-05 01:02:53,44.0625,-103.1463,38.8,56,0,3.44,clear sky
352,Omboue,GA,2022-02-05 01:02:54,-1.5746,9.2618,77.07,84,84,5.37,broken clouds
353,Tilichiki,RU,2022-02-05 01:02:54,60.4667,166.1,-3.03,75,100,9.4,overcast clouds
354,Miri,MY,2022-02-05 01:02:55,4.4148,114.0089,78.42,85,100,4.43,overcast clouds
355,Kaili,ID,2022-02-05 01:02:55,-3.4626,120.2147,75.18,75,100,1.72,overcast clouds
356,Gamba,GA,2022-02-05 01:02:56,-2.65,10.0,74.88,87,99,1.14,overcast clouds
357,Barcelos,PT,2022-02-05 01:02:56,41.5388,-8.6151,51.28,90,100,4.5,overcast clouds
358,Saint-Pierre,RE,2022-02-05 01:02:56,-21.3393,55.4781,80.24,83,100,5.75,overcast clouds
359,Tiksi,RU,2022-02-05 01:02:57,71.6872,128.8694,-21.68,98,77,7.18,broken clouds
360,Ambanja,MG,2022-02-05 01:02:57,-13.6833,48.45,73.81,93,100,4.61,light rain
361,Muravlenko,RU,2022-02-05 01:02:58,63.7898,74.523,4.66,97,81,13.71,broken clouds
362,Eureka,US,2022-02-05 01:02:58,40.8021,-124.1637,51.13,84,100,3.0,overcast clouds
363,Kudahuvadhoo,MV,2022-02-05 01:02:59,2.6708,72.8944,81.41,74,5,9.06,clear sky
364,Tukrah,LY,2022-02-05 01:02:59,32.5341,20.5791,52.23,75,0,7.78,clear sky
365,Moose Factory,CA,2022-02-05 01:02:59,51.2585,-80.6094,-8.59,97,100,3.24,overcast clouds
366,Vega De Alatorre,MX,2022-02-05 01:03:00,20.0333,-96.6333,52.79,86,100,17.18,overcast clouds
367,Chumikan,RU,2022-02-05 01:03:00,54.7183,135.315,-1.64,76,100,15.26,overcast clouds
368,Shimoda,JP,2022-02-05 01:03:01,34.6667,138.95,45.1,59,7,28.66,clear sky
369,Ceres,US,2022-02-05 01:03:01,37.5949,-120.9577,64.31,36,0,3.44,clear sky
370,Abnub,EG,2022-02-05 01:03:02,27.2696,31.1511,48.78,58,6,8.68,clear sky
371,Tambulig,PH,2022-02-05 01:03:02,8.0702,123.5348,80.6,78,79,2.44,broken clouds
372,Chapais,CA,2022-02-05 01:03:03,49.7834,-74.8492,-9.45,94,100,3.83,overcast clouds
373,Christchurch,NZ,2022-02-05 01:00:05,-43.5333,172.6333,55.99,82,100,1.01,overcast clouds
374,Zhob,PK,2022-02-05 01:04:03,31.3411,69.4481,41.16,44,0,1.92,clear sky
375,Cacu,BR,2022-02-05 01:04:04,-18.5567,-51.1308,73.29,79,99,3.94,overcast clouds
376,Araouane,ML,2022-02-05 01:04:04,18.9048,-3.5265,62.94,12,0,9.13,clear sky
377,Poum,NC,2022-02-05 01:04:05,-20.2333,164.0167,81.52,77,97,18.57,moderate rain
378,Ciudad Bolivar,VE,2022-02-05 01:04:05,8.1222,-63.5497,85.62,39,58,9.35,broken clouds
379,Padang,ID,2022-02-05 01:04:06,-0.9492,100.3543,77.36,87,97,3.62,moderate rain
380,Brazzaville,CG,2022-02-05 01:04:06,-4.2658,15.2832,72.27,93,97,0.31,overcast clouds
381,Kahului,US,2022-02-05 01:04:07,20.8947,-156.47,83.46,68,40,17.27,scattered clouds
382,Providencia,MX,2022-02-05 01:04:07,28.7167,-111.5833,75.25,26,0,10.42,clear sky
383,Port Arthur,CN,2022-02-05 01:04:08,38.8,121.2667,25.02,41,41,18.07,scattered clouds
384,Harper,LR,2022-02-05 01:04:08,4.375,-7.7169,79.36,82,52,6.98,broken clouds
385,San Jose,US,2022-02-05 01:02:52,37.3394,-121.895,64.81,45,20,1.99,few clouds
386,Woodward,US,2022-02-05 01:04:09,36.4337,-99.3904,27.52,68,0,9.22,clear sky
387,Bajil,YE,2022-02-05 01:04:09,15.0584,43.2851,74.91,77,44,4.92,scattered clouds
388,Pitogo,PH,2022-02-05 01:04:10,13.7847,122.0881,77.74,81,54,15.17,broken clouds
389,Maymyo,MM,2022-02-05 01:04:10,22.0333,96.4667,53.49,52,0,3.47,clear sky
390,Zlotow,PL,2022-02-05 01:04:11,53.3635,17.0408,42.24,95,100,19.86,light rain
391,Tsaratanana,MG,2022-02-05 01:04:11,-16.7833,47.65,72.01,99,100,6.53,light rain
392,San Cristobal,VE,2022-02-05 01:04:11,7.7669,-72.225,71.78,91,59,1.77,broken clouds
393,Tromso,NO,2022-02-05 01:04:12,69.6496,18.957,21.22,68,20,19.57,few clouds
394,Faanui,PF,2022-02-05 01:04:12,-16.4833,-151.75,80.58,75,27,13.71,scattered clouds
395,Ayorou,NE,2022-02-05 01:04:13,14.7308,0.9174,63.01,11,0,10.09,clear sky
396,Ancud,CL,2022-02-05 00:59:28,-41.8697,-73.8203,58.53,87,13,2.68,few clouds
397,Denizli,TR,2022-02-05 01:04:13,37.8402,29.0698,29.25,76,1,2.71,clear sky
398,Lugovoy,KZ,2022-02-05 01:04:14,42.9472,72.7644,27.21,52,0,7.47,clear sky
399,Mormugao,IN,2022-02-05 01:04:14,15.4,73.8,66.92,80,86,5.19,overcast clouds
400,Samarai,PG,2022-02-05 01:04:15,-10.6167,150.6667,85.82,70,95,5.97,overcast clouds
401,Iguape,BR,2022-02-05 01:04:15,-24.7081,-47.5553,77.07,89,100,4.36,heavy intensity rain
402,Svetlogorsk,BY,2022-02-05 01:04:16,52.6333,29.7333,9.73,97,90,7.54,overcast clouds
403,Tetiz,MX,2022-02-05 01:04:16,20.9667,-89.9333,77.09,84,100,6.64,overcast clouds
404,Bahawalnagar,PK,2022-02-05 01:00:18,30.5508,73.3908,44.42,88,0,5.03,clear sky
405,Wahiawa,US,2022-02-05 01:04:17,21.5028,-158.0236,77.86,63,20,6.91,few clouds
406,Yeniseysk,RU,2022-02-05 01:04:18,58.4497,92.1703,22.21,95,100,8.08,light snow
407,Radeberg,DE,2022-02-05 01:04:18,51.1167,13.9167,39.61,81,75,12.66,broken clouds
408,Seoul,KR,2022-02-05 01:04:18,37.5683,126.9778,22.51,40,6,9.57,clear sky
409,Takoradi,GH,2022-02-05 01:04:19,4.8845,-1.7554,79.09,83,23,5.21,few clouds
410,Santa Rosa,PH,2022-02-05 01:04:19,14.3122,121.1114,86.09,70,53,16.69,broken clouds
411,Dongsheng,CN,2022-02-05 01:00:30,39.8161,109.9776,7.56,61,100,6.44,overcast clouds
412,Xiaoweizhai,CN,2022-02-05 01:04:20,26.1903,107.5125,40.1,78,89,2.21,overcast clouds
413,Yeppoon,AU,2022-02-05 01:04:21,-23.1333,150.7333,83.98,62,100,19.46,overcast clouds
414,Kamenka,RU,2022-02-05 01:04:21,51.3223,42.7678,10.6,98,90,7.23,overcast clouds
415,Nanortalik,GL,2022-02-05 01:04:21,60.1432,-45.2371,11.86,66,100,38.52,overcast clouds
416,Buchanan,LR,2022-02-05 01:05:22,5.8808,-10.0467,78.91,84,35,5.08,scattered clouds
417,Abu Dhabi,AE,2022-02-05 01:05:22,24.4667,54.3667,64.96,87,0,5.75,clear sky
418,Ouallam,NE,2022-02-05 01:05:23,14.3188,2.0866,63.18,13,3,11.23,clear sky
419,Kingman,US,2022-02-05 01:05:23,35.1894,-114.053,50.88,16,0,3.0,clear sky
420,Salalah,OM,2022-02-05 01:05:24,17.0151,54.0924,69.89,68,40,0.0,scattered clouds
421,Mbouda,CM,2022-02-05 01:05:24,5.6258,10.2552,63.41,36,61,3.89,broken clouds
422,Bubaque,GW,2022-02-05 01:05:25,11.2833,-15.8333,77.92,68,0,11.32,clear sky
423,Galesong,ID,2022-02-05 01:05:26,-5.3166,119.3661,80.62,74,100,7.47,overcast clouds
424,Kailua,US,2022-02-05 01:05:04,21.4022,-157.7394,81.14,63,5,3.0,clear sky
425,Kieta,PG,2022-02-05 01:05:26,-6.2167,155.6333,86.0,71,100,12.28,light rain
426,Marzuq,YE,2022-02-05 01:05:27,14.4,46.4667,61.79,33,0,5.28,clear sky
427,Tanete,ID,2022-02-05 01:05:27,-3.9443,119.7848,82.65,75,100,2.91,overcast clouds
428,Havoysund,NO,2022-02-05 01:05:27,70.9963,24.6622,16.68,76,100,25.39,overcast clouds
429,Antoniny,UA,2022-02-05 01:05:28,49.8097,26.8771,27.66,95,100,6.76,overcast clouds
430,Port Hardy,CA,2022-02-05 01:05:28,50.6996,-127.4199,44.76,93,100,8.81,light rain
431,San Policarpo,PH,2022-02-05 01:05:29,12.1791,125.5072,80.56,79,100,18.23,overcast clouds
432,Tyrma,RU,2022-02-05 01:05:29,50.0833,132.1667,-7.62,92,100,1.63,overcast clouds
433,Baghdad,IQ,2022-02-05 01:00:55,33.3406,44.4009,51.75,65,15,7.76,few clouds
434,Dashitou,CN,2022-02-05 01:05:30,43.3067,128.5114,2.95,80,97,11.16,overcast clouds
435,Qasigiannguit,GL,2022-02-05 01:05:30,68.8193,-51.1922,12.45,91,100,5.44,overcast clouds
436,Pointe Michel,DM,2022-02-05 01:05:31,15.25,-61.3833,76.14,75,1,9.08,clear sky
437,Carauari,BR,2022-02-05 01:05:31,-4.8828,-66.8958,72.84,97,76,0.38,broken clouds
438,Melbu,NO,2022-02-05 01:05:32,68.5044,14.8297,22.53,88,36,10.18,scattered clouds
439,Tynda,RU,2022-02-05 01:05:32,55.1667,124.7167,-1.77,77,100,7.09,overcast clouds
440,Preston,GB,2022-02-05 01:05:32,53.7667,-2.7167,42.85,81,18,15.99,few clouds
441,Clarence Town,AU,2022-02-05 01:05:33,-32.5833,151.7833,76.28,54,64,10.69,broken clouds
442,Sarkand,KZ,2022-02-05 01:05:33,45.41,79.9186,15.82,64,12,7.47,few clouds
443,Ahipara,NZ,2022-02-05 01:05:34,-35.1667,173.1667,77.23,76,77,16.62,broken clouds
444,Dondo,MZ,2022-02-05 01:05:34,-19.6094,34.7431,81.91,89,97,1.19,light rain
445,Yenangyaung,MM,2022-02-05 01:05:34,20.4667,94.8833,65.55,46,0,2.8,clear sky
446,Flin Flon,CA,2022-02-05 01:05:35,54.7682,-101.865,-9.72,93,100,5.5,overcast clouds
447,Grand Gaube,MU,2022-02-05 01:05:35,-20.0064,57.6608,79.38,82,98,11.01,overcast clouds
448,Loiza,PR,2022-02-05 01:05:36,18.4313,-65.8802,73.87,88,20,0.0,few clouds
449,Wheeling,US,2022-02-05 01:05:36,42.1392,-87.929,20.34,83,100,3.0,overcast clouds
450,Riyadh,SA,2022-02-05 01:05:37,24.6877,46.7219,68.14,39,2,16.98,clear sky
451,Maholi,IN,2022-02-05 01:05:37,27.6667,80.4667,47.14,94,0,4.5,clear sky
452,Touros,BR,2022-02-05 01:01:31,-5.1989,-35.4608,80.49,73,3,13.31,clear sky
453,Novoanninskiy,RU,2022-02-05 01:05:38,50.5287,42.6747,15.08,96,98,7.9,overcast clouds
454,Jurado,CO,2022-02-05 01:05:38,7.1053,-77.7641,76.64,88,9,0.51,light rain
455,Varkaus,FI,2022-02-05 01:05:39,62.3153,27.873,19.51,90,100,16.02,light snow
456,Rajanpur,PK,2022-02-05 01:05:39,29.1035,70.325,51.91,50,0,8.68,clear sky
457,Tlacotepec,MX,2022-02-05 01:05:40,20.0667,-97.8667,40.77,98,100,4.09,overcast clouds
458,Praia,CV,2022-02-05 01:05:40,14.9215,-23.5087,70.34,78,0,13.8,clear sky
459,Isiro,CD,2022-02-05 01:05:40,2.7739,27.616,71.87,53,100,2.42,overcast clouds
460,Oranjestad,AW,2022-02-05 01:04:05,12.524,-70.027,79.02,79,0,19.46,clear sky
461,Henties Bay,NA,2022-02-05 01:06:41,-22.116,14.2845,65.86,83,100,4.21,overcast clouds
462,Mazatlan,MX,2022-02-05 01:06:36,23.2167,-106.4167,69.91,68,0,11.01,clear sky
463,Paragould,US,2022-02-05 01:06:42,36.0584,-90.4973,30.09,93,6,5.57,clear sky
464,Dubai,AE,2022-02-05 01:06:42,25.2582,55.3047,69.22,77,0,2.3,clear sky
465,Yarkovo,RU,2022-02-05 01:06:43,57.4028,67.0786,21.0,90,100,6.33,overcast clouds
466,Ostrovnoy,RU,2022-02-05 01:06:44,68.0531,39.5131,11.71,87,100,20.07,overcast clouds
467,Fort Nelson,CA,2022-02-05 01:06:44,58.8053,-122.7002,-9.81,70,100,3.44,light snow
468,San Rafael,AR,2022-02-05 01:06:45,-34.6177,-68.3301,66.7,61,19,11.32,few clouds
469,Sovkhoznyy,RU,2022-02-05 01:06:45,45.2946,38.1138,31.24,89,100,11.54,light snow
470,Trinidad,BO,2022-02-05 01:06:45,-14.8333,-64.9,75.61,95,100,5.28,light rain
471,Rura,IN,2022-02-05 01:06:46,26.4833,79.9,48.24,89,0,4.09,clear sky
472,Lata,PT,2022-02-05 01:06:46,40.1629,-8.3327,47.05,96,100,2.01,overcast clouds
